iso3	country	measure	source	unit	year	year_date	obs_value
ITA	Italy	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2030	USD per capita	2020	2020-01-01	9.986128782
ITA	Italy	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2030	USD per capita	2021	2021-01-01	17.81211939
ITA	Italy	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2030	USD per capita	2022	2022-01-01	25.37309082
ITA	Italy	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2030	USD per capita	2023	2023-01-01	19.38070641
NLD	Netherlands	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2031	USD per capita	2016	2016-01-01	22.35944155
NLD	Netherlands	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2031	USD per capita	2017	2017-01-01	53.05590524
NLD	Netherlands	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2031	USD per capita	2018	2018-01-01	53.90954433
NLD	Netherlands	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2031	USD per capita	2019	2019-01-01	66.73258415
NLD	Netherlands	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2031	USD per capita	2020	2020-01-01	91.6188466
NLD	Netherlands	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2031	USD per capita	2021	2021-01-01	433.3836778
NLD	Netherlands	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2031	USD per capita	2022	2022-01-01	132.5803284
NLD	Netherlands	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2031	USD per capita	2023	2023-01-01	189.3760495
NOR	Norway	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2032	USD per capita	2016	2016-01-01	46.35891369
NOR	Norway	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2032	USD per capita	2017	2017-01-01	43.62716143
NOR	Norway	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2032	USD per capita	2018	2018-01-01	59.96271975
NOR	Norway	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2032	USD per capita	2019	2019-01-01	52.35572734
NOR	Norway	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2032	USD per capita	2020	2020-01-01	79.03869293
NOR	Norway	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2032	USD per capita	2021	2021-01-01	238.2137936
NOR	Norway	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2032	USD per capita	2022	2022-01-01	231.0444461
NOR	Norway	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2032	USD per capita	2023	2023-01-01	91.50063778
KOR	Republic of Korea	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2033	USD per capita	2016	2016-01-01	20.09448061
KOR	Republic of Korea	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2033	USD per capita	2017	2017-01-01	22.97106141
KOR	Republic of Korea	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2033	USD per capita	2018	2018-01-01	64.79293925
KOR	Republic of Korea	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2033	USD per capita	2019	2019-01-01	97.6728222
KOR	Republic of Korea	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2033	USD per capita	2020	2020-01-01	84.04231223
KOR	Republic of Korea	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2033	USD per capita	2021	2021-01-01	272.4937101
KOR	Republic of Korea	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2033	USD per capita	2022	2022-01-01	203.42488
KOR	Republic of Korea	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2033	USD per capita	2023	2023-01-01	62.07621444
SGP	Singapore	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2034	USD per capita	2016	2016-01-01	271.9413254
SGP	Singapore	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2034	USD per capita	2017	2017-01-01	697.5246481
SGP	Singapore	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2034	USD per capita	2018	2018-01-01	1335.770813
SGP	Singapore	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2034	USD per capita	2019	2019-01-01	964.3861067
SGP	Singapore	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2034	USD per capita	2020	2020-01-01	670.8794607
SGP	Singapore	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2034	USD per capita	2021	2021-01-01	1748.574567
SGP	Singapore	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2034	USD per capita	2022	2022-01-01	1695.714042
SGP	Singapore	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2034	USD per capita	2023	2023-01-01	676.7588247
ESP	Spain	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2035	USD per capita	2016	2016-01-01	14.89847556
ESP	Spain	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2035	USD per capita	2017	2017-01-01	15.6807947
ESP	Spain	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2035	USD per capita	2018	2018-01-01	19.43766853
ESP	Spain	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2035	USD per capita	2019	2019-01-01	33.20672313
ESP	Spain	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2035	USD per capita	2020	2020-01-01	16.35772249
ESP	Spain	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2035	USD per capita	2021	2021-01-01	74.09399501
ESP	Spain	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2035	USD per capita	2022	2022-01-01	50.20287314
ESP	Spain	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2035	USD per capita	2023	2023-01-01	32.90045543
SWE	Sweden	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2036	USD per capita	2016	2016-01-01	75.70237427
SWE	Sweden	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2036	USD per capita	2017	2017-01-01	86.07016886
SWE	Sweden	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2036	USD per capita	2018	2018-01-01	103.5563064
SWE	Sweden	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2036	USD per capita	2019	2019-01-01	112.0554805
SWE	Sweden	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2036	USD per capita	2020	2020-01-01	215.2474795
SWE	Sweden	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2036	USD per capita	2021	2021-01-01	730.5309239
SWE	Sweden	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2036	USD per capita	2022	2022-01-01	363.6371855
SWE	Sweden	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2036	USD per capita	2023	2023-01-01	126.545084
CHE	Switzerland	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2037	USD per capita	2016	2016-01-01	104.3061206
CHE	Switzerland	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2037	USD per capita	2017	2017-01-01	129.7167008
CHE	Switzerland	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2037	USD per capita	2018	2018-01-01	167.2509399
CHE	Switzerland	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2037	USD per capita	2019	2019-01-01	205.2200617
CHE	Switzerland	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2037	USD per capita	2020	2020-01-01	228.1284268
CHE	Switzerland	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2037	USD per capita	2021	2021-01-01	377.3369421
CHE	Switzerland	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2037	USD per capita	2022	2022-01-01	411.0800627
CHE	Switzerland	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2037	USD per capita	2023	2023-01-01	281.6276257
GBR	United Kingdom	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2038	USD per capita	2016	2016-01-01	75.94161085
GBR	United Kingdom	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2038	USD per capita	2017	2017-01-01	129.5761584
GBR	United Kingdom	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2038	USD per capita	2018	2018-01-01	139.3692103
GBR	United Kingdom	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2038	USD per capita	2019	2019-01-01	187.2625677
GBR	United Kingdom	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2038	USD per capita	2020	2020-01-01	208.2775652
GBR	United Kingdom	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2038	USD per capita	2021	2021-01-01	481.8883265
GBR	United Kingdom	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2038	USD per capita	2022	2022-01-01	348.0027785
GBR	United Kingdom	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2038	USD per capita	2023	2023-01-01	210.9669463
USA	United States of America	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2039	USD per capita	2016	2016-01-01	210.7875789
USA	United States of America	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2039	USD per capita	2017	2017-01-01	260.237902
USA	United States of America	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2039	USD per capita	2018	2018-01-01	336.5947422
USA	United States of America	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2039	USD per capita	2019	2019-01-01	357.2742006
USA	United States of America	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2039	USD per capita	2020	2020-01-01	430.7637669
USA	United States of America	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2039	USD per capita	2021	2021-01-01	890.0907896
USA	United States of America	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2039	USD per capita	2022	2022-01-01	568.771907
USA	United States of America	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2039	USD per capita	2023	2023-01-01	344.5650099
DNK	Denmark	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2016	2016-01-01	100
DNK	Denmark	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2017	2017-01-01	148.0063793
DNK	Denmark	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2018	2018-01-01	241.1847771
DNK	Denmark	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2019	2019-01-01	365.2009192
DNK	Denmark	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2020	2020-01-01	378.8104915
DNK	Denmark	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2021	2021-01-01	1226.529583
DNK	Denmark	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2022	2022-01-01	531.1524104
DNK	Denmark	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2023	2023-01-01	587.4173809
EST	Estonia	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2016	2016-01-01	100
EST	Estonia	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2017	2017-01-01	562.626444
EST	Estonia	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2018	2018-01-01	122.4000164
EST	Estonia	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2019	2019-01-01	396.6192356
EST	Estonia	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2020	2020-01-01	1215.84588
EST	Estonia	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2021	2021-01-01	3868.170275
EST	Estonia	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2022	2022-01-01	5656.335666
EST	Estonia	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2023	2023-01-01	1301.664807
FIN	Finland	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2016	2016-01-01	100
FIN	Finland	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2017	2017-01-01	129.3947675
FIN	Finland	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2018	2018-01-01	216.3009067
FIN	Finland	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2019	2019-01-01	216.2716782
FIN	Finland	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2020	2020-01-01	470.5412578
FIN	Finland	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2021	2021-01-01	727.8169728
FIN	Finland	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2022	2022-01-01	464.4925262
FIN	Finland	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2023	2023-01-01	195.1748026
FRA	France	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2016	2016-01-01	100
FRA	France	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2017	2017-01-01	125.8060121
FRA	France	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2018	2018-01-01	198.9253772
FRA	France	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2019	2019-01-01	241.1408983
FRA	France	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2020	2020-01-01	269.572184
FRA	France	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2021	2021-01-01	599.7316705
FRA	France	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2022	2022-01-01	634.6088247
FRA	France	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2023	2023-01-01	396.9395029
DEU	Germany	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2016	2016-01-01	100
DEU	Germany	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2017	2017-01-01	119.9652615
DEU	Germany	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2018	2018-01-01	247.7660612
DEU	Germany	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2019	2019-01-01	305.595032
DEU	Germany	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2020	2020-01-01	220.5565006
DEU	Germany	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2021	2021-01-01	881.731662
DEU	Germany	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2022	2022-01-01	461.4346739
DEU	Germany	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2023	2023-01-01	334.5948279
ISR	Israel	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2016	2016-01-01	100
ISR	Israel	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2017	2017-01-01	134.9130355
ISR	Israel	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2018	2018-01-01	211.3515909
ISR	Israel	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2019	2019-01-01	236.6379294
ISR	Israel	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2020	2020-01-01	263.0976985
ISR	Israel	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2021	2021-01-01	603.7355397
ISR	Israel	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2022	2022-01-01	538.9246461
ISR	Israel	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2023	2023-01-01	269.6397669
ITA	Italy	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2016	2016-01-01	100
ITA	Italy	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2017	2017-01-01	89.42744658
ITA	Italy	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2018	2018-01-01	274.7032293
ITA	Italy	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2019	2019-01-01	228.5610185
ITA	Italy	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2020	2020-01-01	371.3658597
ITA	Italy	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2021	2021-01-01	659.5640756
ITA	Italy	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2022	2022-01-01	937.8137866
ITA	Italy	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2023	2023-01-01	715.0006822
NLD	Netherlands	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2016	2016-01-01	100
NLD	Netherlands	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2017	2017-01-01	238.8588724
NLD	Netherlands	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2018	2018-01-01	244.2164654
NLD	Netherlands	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2019	2019-01-01	304.1182346
NLD	Netherlands	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2020	2020-01-01	420.5985585
NLD	Netherlands	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2021	2021-01-01	1997.476306
NLD	Netherlands	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2022	2022-01-01	615.1313853
NLD	Netherlands	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2023	2023-01-01	890.0132199
NOR	Norway	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2016	2016-01-01	100
NOR	Norway	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2017	2017-01-01	94.90748809
NOR	Norway	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2018	2018-01-01	131.3698336
NOR	Norway	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2019	2019-01-01	115.4098943
NOR	Norway	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2020	2020-01-01	175.5155677
NOR	Norway	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2021	2021-01-01	531.3219409
NOR	Norway	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2022	2022-01-01	518.5730193
NOR	Norway	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2023	2023-01-01	207.7748324
KOR	Republic of Korea	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2016	2016-01-01	100
KOR	Republic of Korea	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2017	2017-01-01	114.7744013
KOR	Republic of Korea	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2018	2018-01-01	324.8150677
KOR	Republic of Korea	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2019	2019-01-01	490.9562257
KOR	Republic of Korea	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2020	2020-01-01	423.3888286
KOR	Republic of Korea	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2021	2021-01-01	1374.501729
KOR	Republic of Korea	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2022	2022-01-01	1024.416187
KOR	Republic of Korea	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2023	2023-01-01	312.3271849
SGP	Singapore	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2016	2016-01-01	100
SGP	Singapore	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2017	2017-01-01	258.2369224
SGP	Singapore	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2018	2018-01-01	495.8191942
SGP	Singapore	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2019	2019-01-01	360.8988219
SGP	Singapore	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2020	2020-01-01	252.1445231
SGP	Singapore	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2021	2021-01-01	642.9323437
SGP	Singapore	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2022	2022-01-01	620.7504097
SGP	Singapore	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2023	2023-01-01	258.1122198
ESP	Spain	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2016	2016-01-01	100
ESP	Spain	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2017	2017-01-01	105.485237
ESP	Spain	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2018	2018-01-01	131.226727
ESP	Spain	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2019	2019-01-01	225.5239679
ESP	Spain	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2020	2020-01-01	112.0437206
ESP	Spain	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2021	2021-01-01	508.4174154
ESP	Spain	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2022	2022-01-01	344.6801779
ESP	Spain	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2023	2023-01-01	226.6332515
SWE	Sweden	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2016	2016-01-01	100
SWE	Sweden	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2017	2017-01-01	115.3575852
SWE	Sweden	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2018	2018-01-01	140.5315773
SWE	Sweden	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2019	2019-01-01	153.7173192
SWE	Sweden	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2020	2020-01-01	298.089912
SWE	Sweden	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2021	2021-01-01	1016.747472
SWE	Sweden	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2022	2022-01-01	509.6801325
SWE	Sweden	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2023	2023-01-01	178.5410359
CHE	Switzerland	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2016	2016-01-01	100
CHE	Switzerland	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2017	2017-01-01	125.7438431
CHE	Switzerland	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2018	2018-01-01	163.3776131
CHE	Switzerland	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2019	2019-01-01	201.8978675
CHE	Switzerland	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2020	2020-01-01	226.0584153
CHE	Switzerland	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2021	2021-01-01	376.7063357
CHE	Switzerland	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2022	2022-01-01	413.6380274
CHE	Switzerland	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2023	2023-01-01	286.6783881
GBR	United Kingdom	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2016	2016-01-01	100
GBR	United Kingdom	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2017	2017-01-01	171.9291324
GBR	United Kingdom	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2018	2018-01-01	186.0998624
GBR	United Kingdom	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2019	2019-01-01	251.4610063
GBR	United Kingdom	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2020	2020-01-01	281.1088038
GBR	United Kingdom	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2021	2021-01-01	651.7495796
GBR	United Kingdom	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2022	2022-01-01	474.1185979
GBR	United Kingdom	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2023	2023-01-01	289.6519726
USA	United States of America	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2016	2016-01-01	100
USA	United States of America	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2017	2017-01-01	124.6314404
USA	United States of America	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2018	2018-01-01	162.6333314
USA	United States of America	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2019	2019-01-01	174.0541977
USA	United States of America	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2020	2020-01-01	211.5433974
USA	United States of America	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2021	2021-01-01	437.8710657
USA	United States of America	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2022	2022-01-01	280.5123782
USA	United States of America	VC growth	Crunchbase, Startupticker.ch	2016 = 100	2023	2023-01-01	170.8749324
