iso3	country	measure	source	unit	year	year_date	obs_value
KOR	Republic of Korea	VC investments in USDm	Crunchbase, Startupticker.ch 	USDm	2017	2017-01-01	1180.727396
KOR	Republic of Korea	VC investments in USDm	Crunchbase, Startupticker.ch 	USDm	2018	2018-01-01	3341.49466
KOR	Republic of Korea	VC investments in USDm	Crunchbase, Startupticker.ch 	USDm	2019	2019-01-01	5050.651185
KOR	Republic of Korea	VC investments in USDm	Crunchbase, Startupticker.ch 	USDm	2020	2020-01-01	4355.559981
KOR	Republic of Korea	VC investments in USDm	Crunchbase, Startupticker.ch 	USDm	2021	2021-01-01	14140.0158
KOR	Republic of Korea	VC investments in USDm	Crunchbase, Startupticker.ch 	USDm	2022	2022-01-01	10538.55427
KOR	Republic of Korea	VC investments in USDm	Crunchbase, Startupticker.ch 	USDm	2023	2023-01-01	3213.027117
SGP	Singapore	VC investments in USDm	Crunchbase, Startupticker.ch 	USDm	2016	2016-01-01	1511.745759
SGP	Singapore	VC investments in USDm	Crunchbase, Startupticker.ch 	USDm	2017	2017-01-01	3903.885722
SGP	Singapore	VC investments in USDm	Crunchbase, Startupticker.ch 	USDm	2018	2018-01-01	7495.525641
SGP	Singapore	VC investments in USDm	Crunchbase, Startupticker.ch 	USDm	2019	2019-01-01	5455.872634
SGP	Singapore	VC investments in USDm	Crunchbase, Startupticker.ch 	USDm	2020	2020-01-01	3811.784135
SGP	Singapore	VC investments in USDm	Crunchbase, Startupticker.ch 	USDm	2021	2021-01-01	9719.502439
SGP	Singapore	VC investments in USDm	Crunchbase, Startupticker.ch 	USDm	2022	2022-01-01	9384.167992
SGP	Singapore	VC investments in USDm	Crunchbase, Startupticker.ch 	USDm	2023	2023-01-01	3902.000537
ESP	Spain	VC investments in USDm	Crunchbase, Startupticker.ch 	USDm	2016	2016-01-01	695.47316
ESP	Spain	VC investments in USDm	Crunchbase, Startupticker.ch 	USDm	2017	2017-01-01	733.621511
ESP	Spain	VC investments in USDm	Crunchbase, Startupticker.ch 	USDm	2018	2018-01-01	912.646665
ESP	Spain	VC investments in USDm	Crunchbase, Startupticker.ch 	USDm	2019	2019-01-01	1568.458666
ESP	Spain	VC investments in USDm	Crunchbase, Startupticker.ch 	USDm	2020	2020-01-01	779.234004
ESP	Spain	VC investments in USDm	Crunchbase, Startupticker.ch 	USDm	2021	2021-01-01	3535.906665
ESP	Spain	VC investments in USDm	Crunchbase, Startupticker.ch 	USDm	2022	2022-01-01	2397.158125
ESP	Spain	VC investments in USDm	Crunchbase, Startupticker.ch 	USDm	2023	2023-01-01	1576.173436
SWE	Sweden	VC investments in USDm	Crunchbase, Startupticker.ch 	USDm	2016	2016-01-01	745.76468
SWE	Sweden	VC investments in USDm	Crunchbase, Startupticker.ch 	USDm	2017	2017-01-01	860.296126
SWE	Sweden	VC investments in USDm	Crunchbase, Startupticker.ch 	USDm	2018	2018-01-01	1048.034868
SWE	Sweden	VC investments in USDm	Crunchbase, Startupticker.ch 	USDm	2019	2019-01-01	1146.369474
SWE	Sweden	VC investments in USDm	Crunchbase, Startupticker.ch 	USDm	2020	2020-01-01	2223.049278
SWE	Sweden	VC investments in USDm	Crunchbase, Startupticker.ch 	USDm	2021	2021-01-01	7582.543533
SWE	Sweden	VC investments in USDm	Crunchbase, Startupticker.ch 	USDm	2022	2022-01-01	3801.014409
SWE	Sweden	VC investments in USDm	Crunchbase, Startupticker.ch 	USDm	2023	2023-01-01	1331.495985
CHE	Switzerland	VC investments in USDm	Crunchbase, Startupticker.ch 	USDm	2016	2016-01-01	868.725416
CHE	Switzerland	VC investments in USDm	Crunchbase, Startupticker.ch 	USDm	2017	2017-01-01	1092.368724
CHE	Switzerland	VC investments in USDm	Crunchbase, Startupticker.ch 	USDm	2018	2018-01-01	1419.302849
CHE	Switzerland	VC investments in USDm	Crunchbase, Startupticker.ch 	USDm	2019	2019-01-01	1753.938089
CHE	Switzerland	VC investments in USDm	Crunchbase, Startupticker.ch 	USDm	2020	2020-01-01	1963.826909
CHE	Switzerland	VC investments in USDm	Crunchbase, Startupticker.ch 	USDm	2021	2021-01-01	3272.543682
CHE	Switzerland	VC investments in USDm	Crunchbase, Startupticker.ch 	USDm	2022	2022-01-01	3593.378674
CHE	Switzerland	VC investments in USDm	Crunchbase, Startupticker.ch 	USDm	2023	2023-01-01	2490.44802
GBR	United Kingdom	VC investments in USDm	Crunchbase, Startupticker.ch 	USDm	2016	2016-01-01	4985.012075
GBR	United Kingdom	VC investments in USDm	Crunchbase, Startupticker.ch 	USDm	2017	2017-01-01	8570.68801
GBR	United Kingdom	VC investments in USDm	Crunchbase, Startupticker.ch 	USDm	2018	2018-01-01	9277.100611
GBR	United Kingdom	VC investments in USDm	Crunchbase, Startupticker.ch 	USDm	2019	2019-01-01	12535.36153
GBR	United Kingdom	VC investments in USDm	Crunchbase, Startupticker.ch 	USDm	2020	2020-01-01	14013.30781
GBR	United Kingdom	VC investments in USDm	Crunchbase, Startupticker.ch 	USDm	2021	2021-01-01	32489.79524
GBR	United Kingdom	VC investments in USDm	Crunchbase, Startupticker.ch 	USDm	2022	2022-01-01	23634.86935
GBR	United Kingdom	VC investments in USDm	Crunchbase, Startupticker.ch 	USDm	2023	2023-01-01	14439.18581
USA	United States of America	VC investments in USDm	Crunchbase, Startupticker.ch 	USDm	2016	2016-01-01	69059.24343
USA	United States of America	VC investments in USDm	Crunchbase, Startupticker.ch 	USDm	2017	2017-01-01	86069.52982
USA	United States of America	VC investments in USDm	Crunchbase, Startupticker.ch 	USDm	2018	2018-01-01	112313.3482
USA	United States of America	VC investments in USDm	Crunchbase, Startupticker.ch 	USDm	2019	2019-01-01	120200.5121
USA	United States of America	VC investments in USDm	Crunchbase, Startupticker.ch 	USDm	2020	2020-01-01	146090.2698
USA	United States of America	VC investments in USDm	Crunchbase, Startupticker.ch 	USDm	2021	2021-01-01	302390.4452
USA	United States of America	VC investments in USDm	Crunchbase, Startupticker.ch 	USDm	2022	2022-01-01	193719.7261
USA	United States of America	VC investments in USDm	Crunchbase, Startupticker.ch 	USDm	2023	2023-01-01	118004.9355
DNK	Denmark	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2016	2016-01-01	0.000653617
DNK	Denmark	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2017	2017-01-01	0.000901183
DNK	Denmark	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2018	2018-01-01	0.001411171
DNK	Denmark	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2019	2019-01-01	0.002011041
DNK	Denmark	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2020	2020-01-01	0.002010649
DNK	Denmark	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2021	2021-01-01	0.005776145
DNK	Denmark	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2022	2022-01-01	0.002229531
DNK	Denmark	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2023	2023-01-01	0.002481191
EST	Estonia	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2016	2016-01-01	0.000614597
EST	Estonia	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2017	2017-01-01	0.003197588
EST	Estonia	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2018	2018-01-01	0.0006444
EST	Estonia	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2019	2019-01-01	0.001902716
EST	Estonia	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2020	2020-01-01	0.005809884
EST	Estonia	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2021	2021-01-01	0.016665887
EST	Estonia	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2022	2022-01-01	0.022334095
EST	Estonia	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2023	2023-01-01	0.004958583
FIN	Finland	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2016	2016-01-01	0.001004832
FIN	Finland	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2017	2017-01-01	0.001225282
FIN	Finland	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2018	2018-01-01	0.001962617
FIN	Finland	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2019	2019-01-01	0.001848683
FIN	Finland	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2020	2020-01-01	0.003934152
FIN	Finland	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2021	2021-01-01	0.005639662
FIN	Finland	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2022	2022-01-01	0.003313639
FIN	Finland	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2023	2023-01-01	0.001346231
FRA	France	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2016	2016-01-01	0.000719259
FRA	France	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2017	2017-01-01	0.00087001
FRA	France	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2018	2018-01-01	0.00131424
FRA	France	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2019	2019-01-01	0.001440363
FRA	France	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2020	2020-01-01	0.001658443
FRA	France	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2021	2021-01-01	0.003375053
FRA	France	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2022	2022-01-01	0.003315482
FRA	France	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2023	2023-01-01	0.001945905
DEU	Germany	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2016	2016-01-01	0.000536931
DEU	Germany	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2017	2017-01-01	0.000611598
DEU	Germany	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2018	2018-01-01	0.001210881
DEU	Germany	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2019	2019-01-01	0.001411965
DEU	Germany	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2020	2020-01-01	0.001024317
DEU	Germany	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2021	2021-01-01	0.003826624
DEU	Germany	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2022	2022-01-01	0.001848625
DEU	Germany	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2023	2023-01-01	0.001277089
ISR	Israel	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2016	2016-01-01	0.004710825
ISR	Israel	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2017	2017-01-01	0.006030973
ISR	Israel	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2018	2018-01-01	0.009101808
ISR	Israel	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2019	2019-01-01	0.009716517
ISR	Israel	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2020	2020-01-01	0.010654897
ISR	Israel	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2021	2021-01-01	0.021295573
ISR	Israel	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2022	2022-01-01	0.01654423
ISR	Israel	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2023	2023-01-01	0.007894356
ITA	Italy	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2016	2016-01-01	6.66975E-05
ITA	Italy	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2017	2017-01-01	5.73589E-05
ITA	Italy	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2018	2018-01-01	0.000170562
ITA	Italy	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2019	2019-01-01	0.00013295
ITA	Italy	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2020	2020-01-01	0.000228209
ITA	Italy	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2021	2021-01-01	0.000360875
ITA	Italy	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2022	2022-01-01	0.000459486
ITA	Italy	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2023	2023-01-01	0.000334362
NLD	Netherlands	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2016	2016-01-01	0.000423492
NLD	Netherlands	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2017	2017-01-01	0.000953988
NLD	Netherlands	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2018	2018-01-01	0.000923847
NLD	Netherlands	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2019	2019-01-01	0.001078299
NLD	Netherlands	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2020	2020-01-01	0.001477081
NLD	Netherlands	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2021	2021-01-01	0.006301096
NLD	Netherlands	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2022	2022-01-01	0.001724045
NLD	Netherlands	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2023	2023-01-01	0.002363582
NOR	Norway	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2016	2016-01-01	0.000778938
NOR	Norway	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2017	2017-01-01	0.000673043
NOR	Norway	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2018	2018-01-01	0.000850871
NOR	Norway	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2019	2019-01-01	0.000735293
NOR	Norway	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2020	2020-01-01	0.001175097
NOR	Norway	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2021	2021-01-01	0.002661799
NOR	Norway	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2022	2022-01-01	0.00184854
NOR	Norway	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2023	2023-01-01	0.000871379
KOR	Republic of Korea	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2016	2016-01-01	0.000507525
KOR	Republic of Korea	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2017	2017-01-01	0.000561275
KOR	Republic of Korea	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2018	2018-01-01	0.001504878
KOR	Republic of Korea	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2019	2019-01-01	0.002224304
KOR	Republic of Korea	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2020	2020-01-01	0.001861326
KOR	Republic of Korea	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2021	2021-01-01	0.005623344
KOR	Republic of Korea	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2022	2022-01-01	0.003950816
KOR	Republic of Korea	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2023	2023-01-01	0.001149893
SGP	Singapore	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2016	2016-01-01	0.003004665
SGP	Singapore	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2017	2017-01-01	0.007273674
SGP	Singapore	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2018	2018-01-01	0.012794917
SGP	Singapore	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2019	2019-01-01	0.009064927
SGP	Singapore	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2020	2020-01-01	0.006618434
SGP	Singapore	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2021	2021-01-01	0.013515583
SGP	Singapore	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2022	2022-01-01	0.011740336
SGP	Singapore	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2023	2023-01-01	0.004659948
ESP	Spain	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2016	2016-01-01	0.000401053
ESP	Spain	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2017	2017-01-01	0.000398108
ESP	Spain	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2018	2018-01-01	0.000478966
ESP	Spain	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2019	2019-01-01	0.000760774
ESP	Spain	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2020	2020-01-01	0.000422186
ESP	Spain	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2021	2021-01-01	0.001709568
ESP	Spain	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2022	2022-01-01	0.001030543
ESP	Spain	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2023	2023-01-01	0.000617354
SWE	Sweden	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2016	2016-01-01	0.00149443
SWE	Sweden	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2017	2017-01-01	0.00166173
SWE	Sweden	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2018	2018-01-01	0.001938894
SWE	Sweden	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2019	2019-01-01	0.001955014
SWE	Sweden	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2020	2020-01-01	0.003734888
SWE	Sweden	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2021	2021-01-01	0.011532493
SWE	Sweden	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2022	2022-01-01	0.005419789
SWE	Sweden	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2023	2023-01-01	0.00182551
CHE	Switzerland	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2016	2016-01-01	0.001540429
CHE	Switzerland	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2017	2017-01-01	0.001895287
CHE	Switzerland	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2018	2018-01-01	0.002358163
CHE	Switzerland	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2019	2019-01-01	0.002774013
CHE	Switzerland	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2020	2020-01-01	0.003114381
CHE	Switzerland	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2021	2021-01-01	0.004607149
CHE	Switzerland	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2022	2022-01-01	0.004512203
CHE	Switzerland	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2023	2023-01-01	0.003026567
GBR	United Kingdom	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2016	2016-01-01	0.001723546
GBR	United Kingdom	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2017	2017-01-01	0.002817552
GBR	United Kingdom	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2018	2018-01-01	0.002964263
GBR	United Kingdom	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2019	2019-01-01	0.003757739
GBR	United Kingdom	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2020	2020-01-01	0.004351559
GBR	United Kingdom	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2021	2021-01-01	0.009173294
GBR	United Kingdom	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2022	2022-01-01	0.006142246
GBR	United Kingdom	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2023	2023-01-01	0.003586272
USA	United States of America	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2016	2016-01-01	0.003672404
USA	United States of America	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2017	2017-01-01	0.004388593
USA	United States of America	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2018	2018-01-01	0.005437187
USA	United States of America	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2019	2019-01-01	0.005585164
USA	United States of America	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2020	2020-01-01	0.006851316
USA	United States of America	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2021	2021-01-01	0.012816396
USA	United States of America	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2022	2022-01-01	0.007524818
USA	United States of America	VC share of GDP in %	Crunchbase, Startupticker.ch , OECD	percent	2023	2023-01-01	0.004314938
DNK	Denmark	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2024	USD per capita	2016	2016-01-01	33.99321322
DNK	Denmark	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2024	USD per capita	2017	2017-01-01	49.94842981
DNK	Denmark	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2024	USD per capita	2018	2018-01-01	80.9379841
DNK	Denmark	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2024	USD per capita	2019	2019-01-01	122.0295803
DNK	Denmark	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2024	USD per capita	2020	2020-01-01	126.2151793
DNK	Denmark	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2024	USD per capita	2021	2021-01-01	407.4635432
DNK	Denmark	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2024	USD per capita	2022	2022-01-01	175.4522917
DNK	Denmark	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2024	USD per capita	2023	2023-01-01	192.1103512
EST	Estonia	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2025	USD per capita	2016	2016-01-01	19.63199472
EST	Estonia	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2025	USD per capita	2017	2017-01-01	110.4788038
EST	Estonia	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2025	USD per capita	2018	2018-01-01	23.97216602
EST	Estonia	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2025	USD per capita	2019	2019-01-01	77.34740026
EST	Estonia	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2025	USD per capita	2020	2020-01-01	236.3839345
EST	Estonia	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2025	USD per capita	2021	2021-01-01	751.1285294
EST	Estonia	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2025	USD per capita	2022	2022-01-01	1096.269077
EST	Estonia	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2025	USD per capita	2023	2023-01-01	245.9776179
FIN	Finland	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2026	USD per capita	2016	2016-01-01	45.21623028
FIN	Finland	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2026	USD per capita	2017	2017-01-01	58.33685158
FIN	Finland	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2026	USD per capita	2018	2018-01-01	97.34447935
FIN	Finland	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2026	USD per capita	2019	2019-01-01	97.24537379
FIN	Finland	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2026	USD per capita	2020	2020-01-01	211.3016655
FIN	Finland	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2026	USD per capita	2021	2021-01-01	326.3300983
FIN	Finland	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2026	USD per capita	2022	2022-01-01	207.7235214
FIN	Finland	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2026	USD per capita	2023	2023-01-01	86.62657587
FRA	France	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2027	USD per capita	2016	2016-01-01	31.6595183
FRA	France	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2027	USD per capita	2017	2017-01-01	39.72478219
FRA	France	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2027	USD per capita	2018	2018-01-01	62.59761196
FRA	France	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2027	USD per capita	2019	2019-01-01	75.59853252
FRA	France	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2027	USD per capita	2020	2020-01-01	84.28756277
FRA	France	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2027	USD per capita	2021	2021-01-01	187.0161965
FRA	France	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2027	USD per capita	2022	2022-01-01	197.3550452
FRA	France	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2027	USD per capita	2023	2023-01-01	123.055913
DEU	Germany	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2028	USD per capita	2016	2016-01-01	27.08642599
DEU	Germany	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2028	USD per capita	2017	2017-01-01	32.34195205
DEU	Germany	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2028	USD per capita	2018	2018-01-01	66.55652491
DEU	Germany	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2028	USD per capita	2019	2019-01-01	81.86463561
DEU	Germany	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2028	USD per capita	2020	2020-01-01	58.97715767
DEU	Germany	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2028	USD per capita	2021	2021-01-01	235.8108331
DEU	Germany	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2028	USD per capita	2022	2022-01-01	123.1869447
DEU	Germany	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2028	USD per capita	2023	2023-01-01	88.65907294
ISR	Israel	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2029	USD per capita	2016	2016-01-01	189.0620448
ISR	Israel	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2029	USD per capita	2017	2017-01-01	250.2678129
ISR	Israel	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2029	USD per capita	2018	2018-01-01	385.2052385
ISR	Israel	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2029	USD per capita	2019	2019-01-01	423.8070532
ISR	Israel	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2029	USD per capita	2020	2020-01-01	463.3239665
ISR	Israel	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2029	USD per capita	2021	2021-01-01	1046.422705
ISR	Israel	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2029	USD per capita	2022	2022-01-01	919.0522898
ISR	Israel	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2029	USD per capita	2023	2023-01-01	451.0572502
ITA	Italy	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2030	USD per capita	2016	2016-01-01	2.668127681
ITA	Italy	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2030	USD per capita	2017	2017-01-01	2.38868315
ITA	Italy	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2030	USD per capita	2018	2018-01-01	7.350761693
ITA	Italy	VC per capita	Crunchbase, Startupticker.ch ,  UN World Population Prospects 2030	USD per capita	2019	2019-01-01	6.127934686
